ObjectId,agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,Hours_Monday,ByAppointmentOnly_Monday,ResidentsOnly_Monday,Notes_Monday,Reqs_Monday,Hours_Tuesday,ByAppointmentOnly_Tuesday,ResidentsOnly_Tuesday,Notes_Tuesday,Reqs_Tuesday,Hours_Wednesday,ByAppointmentOnly_Wednesday,ResidentsOnly_Wednesday,Notes_Wednesday,Reqs_Wednesday,Hours_Thursday,ByAppointmentOnly_Thursday,ResidentsOnly_Thursday,Notes_Thursday,Reqs_Thursday,Hours_Friday,ByAppointmentOnly_Friday,ResidentsOnly_Friday,Notes_Friday,Reqs_Friday,Hours_Saturday,ByAppointmentOnly_Saturday,ResidentsOnly_Saturday,Notes_Saturday,Reqs_Saturday,Hours_Sunday,ByAppointmentOnly_Sunday,ResidentsOnly_Sunday,Notes_Sunday,Reqs_Sunday,TEFAP_Auto_Eligible,TEFAP_Income_Levels
131,16475-PART-01,Northern Virginia Family Services SERVE,10058 Dean Dr,,Manassas,VA,VA Manassas City,20110,(571) 234-9450,ddixon@nvfs.org,Non-TEFAP,38.7447057,-77.4999113,2026-04-13 00:00:00,,,,,,"9:30 AM to 11:30 AM; Every week
1:00 PM to 3:00 PM; Every week",Yes,No,"
"," 
 ",5:00 PM to 7:00 PM; Every Other Week,Yes,No,, ,"9:30 AM to 11:30 AM; Every week
1:00 PM to 3:00 PM; Every week",Yes,No,"
"," 
 ",9:30 AM to 11:30 AM; Every Other Week,Yes,No,, ,,,,,,,,,,,N/A,N/A
132,21894-PART-01,"The House, Inc.",14000 Crown Court,,Woodbridge,VA,VA Prince William County,22193,(571) 237-5860,tmccormick@thehouse-inc.com,Non-TEFAP,38.6499758,-77.3112671,2026-03-30 00:00:00,,,,,,,,,,,3:00 PM to 6:00 PM; Every week,Yes,Yes,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
133,21874-PART-01,DMV Food Justice Initiative,3110 Chichester Lane,,Fairfax,VA,VA Fairfax County,22031,(571) 243-6397,dmvfjva@gmail.com,Non-TEFAP,38.864437,-77.248423,2026-04-22 00:00:00,,,,,,"10:00 AM to 12:00 PM; Every week (Note: Para recibir ayuda de comida, por favor llena este formulario: https://form.jotform.com/201683252901046)",No,No," (Note: Para recibir ayuda de comida, por favor llena este formulario: https://form.jotform.com/201683252901046)", ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
134,16840-MOMK-01,Woodrow Wilson Library,3400 Charles St,,Falls Church,VA,VA Fairfax County,22041,(571) 278-3294,kathy@justice4all.org,Non-TEFAP,38.851276,-77.142993,2026-04-06 00:00:00,,,,,,11:00 AM to 1:00 PM; 1st and 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
135,15530-PART-01,Arlington Bridge Builders,790 South Carlin Springs Road,,Arlington,VA,VA Arlington County,22204,(571) 282-5156,tjgm_2013@yahoo.com,Non-TEFAP,38.855145,-77.123784,2026-04-22 00:00:00,,,,,,,,,,,11:00 AM to 3:00 PM; Every week,No,No,, ,11:00 AM to 3:00 PM; Every week,No,No,, ,,,,,,11:00 AM to 3:00 PM; Every week,No,No,, ,,,,,,N/A,N/A
136,14895-PART-01,Cornerstones Food Pantry,11484 Washington Plz W  #120,,Reston,VA,VA Fairfax County,20190,(571) 323-1410,minerva.orozco@cornerstonesva.org,Non-TEFAP,38.968535,-77.342533,2026-03-10 00:00:00,8:30 AM to 4:30 PM; Every week (Note: We assist the last client 30 minutes before closing),No,No, (Note: We assist the last client 30 minutes before closing), ,8:30 AM to 4:30 PM; Every week (Note: We assist the last client 30 minutes before closing),No,No, (Note: We assist the last client 30 minutes before closing), ,8:30 AM to 4:30 PM; Every week (Note: We assist clients 30 minutes before closing),No,No, (Note: We assist clients 30 minutes before closing), ,8:30 AM to 4:30 PM; Every week (Note: We assist the last client 30 minutes before closing),No,No, (Note: We assist the last client 30 minutes before closing), ,8:30 AM to 1:30 PM; Every week (Note: We assist the last client 30 minutes before closing),No,No, (Note: We assist the last client 30 minutes before closing), ,9:00 AM to 1:00 PM; 1st of the Month (Note: We assist the last client 30 minutes before closing),No,No, (Note: We assist the last client 30 minutes before closing), ,,,,,,N/A,N/A
137,21930-MOMK-02,Francis C. Hammond Middle School,4646 Seminary Rd,,Alexandria,VA,VA City of Alexandria,22304,(571) 329-1856,lauren@cisofnova.org,Non-TEFAP,38.8258461,-77.112342,2026-04-09 00:00:00,,,,,,,,,,,,,,,,4:00 PM to 6:00 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
138,19454-PART-01,Faith Social Services,795 Center St,#2A,Herndon,VA,VA Fairfax County,20170,(571) 345-4241,shazia@faithus.org,Non-TEFAP,38.972115,-77.385404,2026-03-10 00:00:00,,,,,,,,,,,11:00 AM to 1:00 PM; Every week,No,No,, ,11:00 AM to 1:00 PM; Every week,No,No,, ,,,,,,11:00 AM to 1:00 PM; Every week,No,No,, ,,,,,,N/A,N/A
139,19757-PART-01,Freedom Community Church,9325 Mace Street,,Manassas Park,VA,VA Prince William County,20111,(571) 409-4892,tjay@freedomcc.net,TEFAP Available,38.781579,-77.478654,2026-04-06 00:00:00,4:00 PM to 6:00 PM; Every Other Week,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
140,19304-MOMK-01,Mount Olivet UMC,1500 N Glebe Rd,,Arlington,VA,VA Arlington County,22207,(571) 477-3619,hittga@gmail.com,Non-TEFAP,38.889023,-77.119245,2026-04-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,8:00 AM to 11:00 AM; 2nd of the Month,No,No,, ,,,,,,N/A,N/A
141,19711-PART-01,Royal Missionary Baptist Church,8631 Engleside Office Park,,Alexandria,VA,VA Fairfax County,22309,(571) 481-1896,isaackofi1964@gmail.com,TEFAP Available,38.723419,-77.118071,2026-04-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,5:30 AM to 2:00 PM; Every week (Note: only TEFAP FOOD NEEDED INCOME),No,No, (Note: only TEFAP FOOD NEEDED INCOME), ,1:00 PM to 2:30 PM; Every week (Note: ONLY TEFAP FOOD NEEDED INCOME),No,No, (Note: ONLY TEFAP FOOD NEEDED INCOME), ,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
142,16245-PART-01,WFCM Food Pantry,4511 Daly Dr,Suite J,Chantilly,VA,VA Fairfax County,20151,(571) 599-2877,pmontesinos@wfcmva.org,TEFAP Available,38.883824,-77.443052,2026-04-14 00:00:00,"10:30 AM to 2:00 PM; Every week
4:30 PM to 7:00 PM; Every week",Yes,No,"
"," 
 ","10:30 AM to 2:00 PM; Every week
4:30 PM to 7:00 PM; Every week",Yes,No,"
"," 
 ",10:30 AM to 2:00 PM; Every week,Yes,No,, ,"10:30 AM to 2:00 PM; Every week
4:30 PM to 7:00 PM; Every week",Yes,No,"
"," 
 ",10:30 AM to 2:00 PM; Every week,Yes,No,, ,9:00 AM to 12:00 PM; 2nd of the Month,Yes,No,, ,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
143,19752-PART-01,ICNA Relief USA Programs Inc.,2912 WOODLAWN TRAIL,,ALEXANDRIA,VA,VA Fairfax County,22306,(571) 662-0786,amehmood@icnarelief.org,TEFAP Available,38.751661,-77.082206,2026-04-15 00:00:00,,,,,,,,,,,,,,,,"12:30 PM to 1:30 PM; 2nd of the Month (Note: location: Near The Jefferson Leesburg Pike Falls Church VA 22044)
12:30 PM to 1:30 PM; 4th of the Month (Note: location: DAR ALSALAM 14505 Richmond Hwy Woodbridge VA 22191)
2:00 PM to 3:30 PM; 1st and 3rd of the Month (Note: location: 2912 Woodlawn Trail Alexandria VA 22306)",No,No," (Note: location: Near The Jefferson Leesburg Pike Falls Church VA 22044)
 (Note: location: DAR ALSALAM 14505 Richmond Hwy Woodbridge VA 22191)
 (Note: location: 2912 Woodlawn Trail Alexandria VA 22306)"," 
 
 ",,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
144,14065-PART-01,Lorton Community Action Center,9520 Richmond Hwy door A3,,Lorton,VA,VA Fairfax County,22079,(571) 667-6323,info@lortonaction.org,Non-TEFAP,38.698084,-77.214129,2026-04-06 00:00:00,,,,,,"5:00 PM to 7:00 PM; Every week (Note: 22060, 22079)",No,No," (Note: 22060, 22079)", ,"11:00 AM to 5:00 PM; Every week (Note: 22060, 22079)",No,No," (Note: 22060, 22079)", ,"10:00 AM to 12:00 PM; Every week (Note: 22060, 22079)",No,No," (Note: 22060, 22079)", ,,,,,,,,,,,,,,,,N/A,N/A
145,19428-PART-01,Whosoever Will Christian Church,4514 Sellman Road,,Beltsville,MD,MD Prince George's County,20705,(610) 809-2110,jedwinlloyd@yahoo.com,Non-TEFAP,39.035779,-76.913741,2026-04-01 00:00:00,,,,,,,,,,,4:30 PM to 6:30 PM; Every week,No,No,, ,,,,,,,,,,,4:30 PM to 6:30 PM; As Needed (Note: Saturday is by appointment only. call 2408322991),Yes,No, (Note: Saturday is by appointment only. call 2408322991), ,,,,,,N/A,N/A
146,14572-PART-01,Emmanuel Worship Center Seventh Day Adventist Church,8145 Richmond Highway,,Alexandria,VA,VA Fairfax County,22309,(631) 882-9177,cwru3@yahoo.com,Non-TEFAP,38.736193,-77.093768,2026-04-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,2:00 PM to 4:00 PM; 1st and 3rd of the Month (Note: If you can bring your own bags that would be helpful.),No,No, (Note: If you can bring your own bags that would be helpful.), ,,,,,,N/A,N/A
147,22308-PART-01,LindaBen Foundation,10739 Tucker St.,,Beltsville,MD,MD Prince George's County,20705,(646) 420-0787,abeavan@lindabenfoundation.org,TEFAP Available,39.026108,-76.908336,2026-04-23 00:00:00,,,,,,"11:00 AM to 2:00 PM; Every week (Note: LOCATED AT - 5809 St Bernard Drive Riverdale MD 20737)
5:00 PM to 6:00 PM; Every week (Note: We provided Baby Essentials too)",No,No," (Note: LOCATED AT - 5809 St Bernard Drive Riverdale MD 20737)
 (Note: We provided Baby Essentials too)"," 
 ",4:30 PM to 6:00 PM; Every week (Note: We provided Baby Essentials too),No,No, (Note: We provided Baby Essentials too), ,,,,,,,,,,,10:00 AM to 11:30 AM; Every week (Note: We also provide Baby Essentials at this location.),No,No, (Note: We also provide Baby Essentials at this location.), ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
148,19830-PART-01,Community Health Foundation,9150 Lanham Severn Rd.,,Lanham,MD,MD Prince George's County,20706,(667) 458-0219,info@chfoundationconnect.org,TEFAP Available,38.967554,-76.856341,2026-03-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,12:00 PM to 1:00 PM; Last of the Month,No,No,, ,,,,,,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ
149,19556-PART-01,Salvation Army  (PW County),1483 Old Bridge Road,#102,Woodbridge,VA,VA Prince William County,22192,(678) 832-5822,aiesha.tolbert@uss.salvationarmy.org,Non-TEFAP,38.672067,-77.261938,2026-03-30 00:00:00,10:00 AM to 12:00 PM; Every week (Note: Able to receive food every 30 days),No,Yes, (Note: Able to receive food every 30 days), ,,,,,,10:00 AM to 12:00 PM; Every week (Note: Able to receive food every 30 days),No,Yes, (Note: Able to receive food every 30 days), ,"10:00 AM to 12:00 PM; 1st, 2nd, and 3rd of the Month (Note: Food is provided every Thursday, except on the Thursdays when we have our Food Drive.  Our Food Drive is on the 4th Thursday of every month, except for November and December.)",No,No," (Note: Food is provided every Thursday, except on the Thursdays when we have our Food Drive.  Our Food Drive is on the 4th Thursday of every month, except for November and December.)", ,,,,,,,,,,,,,,,,N/A,N/A
150,14770-PART-01,Food For Others,2938 Prosperity Avenue,,Fairfax,VA,VA Fairfax County,22031,(703) 207-9173,afrazier@foodforothers.org,TEFAP Available,38.871247,-77.237674,2026-04-20 00:00:00,9:30 AM to 5:00 PM; Every week (Note: We ask for ID or a piece of mail to verify Virginia residency. Please check our website for Holiday Closings.),No,No, (Note: We ask for ID or a piece of mail to verify Virginia residency. Please check our website for Holiday Closings.), ,9:30 AM to 5:00 PM; Every week (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.),No,No, (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.), ,9:30 AM to 5:00 PM; Every week (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.),No,No, (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.), ,9:30 AM to 5:00 PM; Every week (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.),No,No, (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.), ,9:30 AM to 5:00 PM; Every week (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.),No,No, (Note: We ask for ID or a piece of mail  to verify Virginia residency. Please check our website for Holiday Closings.), ,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
151,19104-PART-01,Grace Ministries - Culmore,5901 Leesburg Pike,,Falls Church,VA,VA Fairfax County,22041,(703) 220-5907,anamarial869@gmail.com,TEFAP Available,38.853907,-77.135492,2026-04-03 00:00:00,,,,,,,,,,,,,,,,,,,,,4:00 PM to 6:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
152,19758-PART-01,Ebenezer Baptist Church,13020 Telegraph Road,,Woodbridge,VA,VA Prince William County,22192,(703) 221-3323,vylsubb@aol.com,TEFAP Available,38.669589,-77.284592,2026-04-09 00:00:00,,,,,,10:30 AM to 12:30 PM; Every week,Yes,No,, ,,,,,,10:30 AM to 12:00 PM; Every week (Note: By appointment only),Yes,No, (Note: By appointment only), ,10:30 AM to 1:00 PM; 4th of the Month (Note: Distribution is 10:45am. We close at 1:00pm.),No,No, (Note: Distribution is 10:45am. We close at 1:00pm.), ,,,,,,11:30 AM to 12:00 PM; Every week (Note: Pantry Food Only),Yes,No, (Note: Pantry Food Only), ,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
153,21861-MOMK-01,Willston Multicultural Center,6131 Willston Dr,,Falls Church,VA,VA Fairfax County,22044,(703) 239-3575,scamacho@comunidadva.org,Non-TEFAP,38.870482,-77.148578,2026-04-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,8:00 AM to 11:00 AM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
154,22207-PART-01,Burke United Methodist Church,6200 Burke Centre Parkway,,Burke,VA,VA Fairfax County,22015,(703) 250-6100,co-opdirector@burkeumc.org,Non-TEFAP,38.78409,-77.280702,2026-04-10 00:00:00,,,,,,"1:00 PM to 2:00 PM; Every week (Note: Zip code in Burke, Springfield, or Fairfax (not all of Fairfax County))",No,No," (Note: Zip code in Burke, Springfield, or Fairfax (not all of Fairfax County))", ,,,,,,"6:00 PM to 7:00 PM; Every week (Note: Zip code in Burke, Springfield, or Fairfax (not all of Fairfax County))",No,No," (Note: Zip code in Burke, Springfield, or Fairfax (not all of Fairfax County))", ,,,,,,"9:00 AM to 10:00 AM; Every week (Note: Zip code in Burke, Springfield, or Fairfax (not all of Fairfax County))",No,No," (Note: Zip code in Burke, Springfield, or Fairfax (not all of Fairfax County))", ,,,,,,N/A,N/A
155,19748-PART-01,West End Food Pantry,5150 Fillmore Ave,,Alexandria,VA,VA City of Alexandria,22311,(703) 256-3889,priest@welcometoresurrection.org,Non-TEFAP,38.838707,-77.117711,2026-04-14 00:00:00,5:00 PM to 6:30 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
156,22555-PART-02,Annandale UMC,7901 Heritage Drive,,Annandale,VA,VA Fairfax County,22003,(703) 256-6722,barbjpearson@gmail.com,Non-TEFAP,38.826746,-77.213068,2026-04-14 00:00:00,,,,,,,,,,,,,,,,4:00 PM to 6:30 PM; Every week (Note: Photo ID and proof of residency in 22003 ZIPcode. One food pickup per week per household.),No,No, (Note: Photo ID and proof of residency in 22003 ZIPcode. One food pickup per week per household.), ,,,,,,,,,,,,,,,,N/A,N/A
157,22181-MOMK-02,Hybla Valley Community Center,7950 Audubon Ave,,Alexandria,VA,VA Fairfax County,22306,(703) 324-9270,shaniquah.hamlin@fairfaxcounty.gov,Non-TEFAP,38.7420887,-77.0943651,2026-04-04 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM to 1:00 PM; 1st of the Month,No,No,, ,,,,,,N/A,N/A
158,15285-PART-01,Columbia Baptist Church,3245 Glen Carlyn Rd.,,Falls Church,VA,VA Fairfax County,22041,(703) 347-7109,foodpantry@columbiabaptist.org,Non-TEFAP,38.857609,-77.138493,2026-04-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 10:30 AM; Every week,No,No,, ,,,,,,N/A,N/A
159,19604-PART-01,Springfield Christian Church,5407 Backlick Rd,,Springfield,VA,VA Fairfax County,22151,(703) 354-4994,mrodri6363@aol.com,TEFAP Available,38.804249,-77.183469,1970-01-01 00:00:46,,,,,,,,,,,,,,,,"1:30 PM to 4:30 PM; Every week (Note: Bring your ""Food Bank"" card)",No,No," (Note: Bring your ""Food Bank"" card)", ,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
160,19240-PART-01,Rising Hope Methodist Mission Church,8220 Russell Road,,Alexandria,VA,VA Fairfax County,22309,(703) 360-1976,rburbano@risinghopeumc.org,TEFAP Available,38.734038,-77.1016,2026-04-14 00:00:00,,,,,,1:30 PM to 4:30 PM; Every week,Yes,No,, ,1:30 PM to 4:30 PM; Every week,Yes,No,, ,1:30 PM to 4:30 PM; Every week,Yes,No,, ,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
161,19120-PART-01,Woodlawn United Methodist Church,7730 Fordson Road,,Alexandria,VA,VA Fairfax County,22306,(703) 360-9450,pastorwoodlawnfaith@gmail.com,Non-TEFAP,38.765224,-77.095414,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,10:00 AM to 11:30 AM; As Needed (Note: typically 3rd Friday of the Month),No,No, (Note: typically 3rd Friday of the Month), ,,,,,,,,,,,N/A,N/A
162,15566-MOMK-01,Georgetown South Community Council,9444 Taney Rd,,Manassas,VA,VA Manassas City,20110,(703) 361-4500,mcarroll@georgetownsouth.org,Non-TEFAP,38.7411,-77.472138,2026-04-09 00:00:00,,,,,,,,,,,,,,,,1:30 PM to 4:00 PM; 2nd and 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
163,19236-PART-01,Bull Run Unitarian Universalists,9350 Main Street,,Manassas,VA,VA Manassas City,20110,(703) 361-6269,foodpantry@bruu.org,TEFAP Available,38.751623,-77.47195,2026-04-13 00:00:00,,,,,,9:00 AM to 11:00 AM; 2nd and 4th of the Month,Yes,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
164,19262-PART-01,St. Thomas United Methodist Church,8899 Sudley Road,,Manassas,VA,VA Manassas City,20110,(703) 368-5161,ptjanie1@gmail.com,TEFAP Available,38.764192,-77.478443,2026-04-23 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; Every week (Note: Requirements are only for receiving TEFAP food.),No,No, (Note: Requirements are only for receiving TEFAP food.), ,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
165,22293-MOMK-01,Chantilly Baptist Church,14312 Chantilly Baptist Ln,,Chantilly,VA,VA Fairfax County,220175,(703) 378-6880,sillebt@comcast.net,Non-TEFAP,38.899721,-77.442924,2026-04-28 00:00:00,,,,,,1:30 PM to 3:30 PM; 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
166,19761-PART-01,Salvation Army (Fairfax),4915 Ox Road,,Fairfax,VA,VA Fairfax County,22030,(703) 385-8700,Jowens.merone@uss.salvationarmy.org,Non-TEFAP,38.822494,-77.316266,2026-04-07 00:00:00,12:00 PM to 3:00 PM; 4th of the Month,No,No,, ,,,,,,"9:00 AM to 4:00 PM; Every week (Note: Per household, once per month on wednesday)",No,Yes," (Note: Per household, once per month on wednesday)", ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
167,19645-PART-01,ADAMS CENTER,46903 Sugarland Road,,Sterling,VA,**Outside CAFB Service Area**,20164,(703) 433-1325,suheir.kafri@adamscenter.org,Non-TEFAP,39.006436,-77.379334,2026-03-24 00:00:00,12:00 PM to 3:00 PM; Every week,Yes,No,, ,12:00 PM to 3:00 PM; As Needed,Yes,No,, ,12:00 PM to 3:00 PM; As Needed,Yes,No,, ,12:00 PM to 3:00 PM; As Needed,Yes,No,, ,12:00 PM to 3:00 PM; As Needed,Yes,No,, ,12:00 PM to 3:00 PM; As Needed,Yes,No,, ,12:00 PM to 3:00 PM; As Needed,Yes,No,, ,N/A,N/A
168,16850-PART-01,LINK Mobile Food Pantry - Christ the Redeemer,701 Bennett St,,Herndon,VA,VA Fairfax County,20170,(703) 437-1776,president@linkagainsthunger.org,Non-TEFAP,39.0176187,-77.3799217,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
169,16850-PUSH-01,Christ the Redeemer Catholic Church,46833 Leesburg Pike,,Sterling,VA,**Outside CAFB Service Area**,20164,(703) 437-1776,lisalombo@signaturecos.com,Non-TEFAP,39.0176187,-77.3799217,2026-03-10 00:00:00,,,,,,10:00 AM to 11:30 AM; 2nd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
170,14590-PART-01,ACTS,3901 ACTS Lane,,Dumfries,VA,VA Prince William County,22026,(703) 441-8606,scouteau@actspwc.org,TEFAP Available,38.563107,-77.329021,2026-04-15 00:00:00,"9:00 AM to 11:30 AM; Every week (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)
1:00 PM to 3:00 PM; Every week (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)",No,Yes," (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)
 (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)"," 
 ","1:00 PM to 3:30 PM; Every week (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)
5:00 PM to 7:00 PM; Every week (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)",No,Yes," (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)
 (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)"," 
 ",,,,,,"9:00 AM to 11:30 AM; Every week (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)
1:00 PM to 3:00 PM; Every week (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)",No,Yes," (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)
 (Note: Service Area: 22025, 22026, 22125, 22134, 22135, 22172, 22191, 22192, 22193)"," 
 ",,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
171,19313-PART-01,Sydenstricker UMC,8508 Hooes Road,,Springfield,VA,VA Fairfax County,22153,(703) 451-8223,RMRKTR@aol.com,Non-TEFAP,38.756274,-77.239231,2026-04-14 00:00:00,,,,,,"3:00 PM to 5:30 PM; 2nd and 4th of the Month (Note: Call for appointment, 703-703-3665. Serving only Springfield residents, 22150, 22151, 22152, 22153.)
3:00 PM to 5:30 PM; 2nd and 4th of the Month (Note: Zip codes restricted to Springfield, VA only: 22150, 22151, 22152, and 2153.  Can only pick up for one family.)",Yes,No," (Note: Call for appointment, 703-703-3665. Serving only Springfield residents, 22150, 22151, 22152, 22153.)
 (Note: Zip codes restricted to Springfield, VA only: 22150, 22151, 22152, and 2153.  Can only pick up for one family.)"," 
 ",,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
